	text	level
	"نفسي اعرف لازمة وزارة الخارجية المصرية؟؟؟  انا اعمل بالخارج ومشوفتش ليها اي لازمة"	0
	الى كل الإخوة في مصر تمت مساء هذا اليوم المصالحة وأغلقت القضية	0
	علي البركه يا حاجه متجيش في حاجه وحشه	0
	هى وزيره حلوه بس نايمه على ودانها  مش اتصالحو واتصورو مع بعض كمان	0
	ناس تعبانة	0
	يا رب	0
	عايزين نتيجة مش رغى	0
	الرئيس #السيسى: مهم جداً أن نختار جيداً من يمثلنا في البرلمان بكل حرص وأطالب كل الشباب بالنزول إلى صناديق الأقتراع 	0
	وهو فين الشباب ام في المقابر او المستشفيات او خايفين مطاردين خارج البلد او في المعتقلات	0
	سما المصري هههههههههه تمثلنا ف الخلاعه	-1
	يمثلك انت يعنى معرصين مثلك	-2
	اذا كان مخترناكش اصﻻ وربنا بالينا بيك يعني جات ع النواب يﻻ ليكم يوم	0
	طالما فيه حصانة للعضو وامتيازات لكونه برلمانى يبقى هدفه السلطة والسرقة نختار ازاى ونتخب مين لازم يكون عمل خدمى ولصالح مصر فقط	0
	أكيد بيتكلم مع الناس بتوعه عشان يجيبو أنس بتحبه  وما تعرضوش	-1
	ابئو قابلوني	0
	منين ياحسرة ومعظم المرشحين زبالة	-1
	"وانا مش عايز انتخب يا عرص  أنا حر وبراحتي بقي"	-2
	 والله ابن حلال يا أخي هذا الرجل فعلا يقتل القتيل وبمشي بجنازتو	-1
	بالفيديو.. جرائم #الإخوان فى حق المصريين.. حتى لا ننسى	0
	جريدة معرضة وكذابة كل حاجة اخوان يا مفضوحين طيب وجرائم العرص فى حق المتظاهرين الثوار فين فين يايهود والله انتم اوساخ وعار على مصر	-2
	في ايه ياعم ياسر هوانت لازم كل يوم تحرق دمنا على الصبح كده مش كفايه قنوات التعريض بتعتهم  اليوم السابع دى ابو التعريض	-2
	ههههههههه معلش يا حماتى الغالية اعمل اية بس دمى اتحرق من الخبر القذر وكذبهم وتلفيق اتهمات على ناس اشرف منهم حقك علي	-1
	والله الواحد قرب يجيلو الضغط والسكر من اعلام العار ده	-1
	بعد الشر عليكى والمصيبة انى فية بهايم بيصدقوا كلامهم وشاربين جهل كامل الدسم حاجة تفقع المرارة الله يحرقهم بغاز	-1
	اخذت الاذن قبل النشر  ولا الفيديو ده اخده من اسيادك	-1
	 الذي قتلهم هو تقصير المسئول عن تدريبهم و كفاكم تلبيس اي حاجه علي في الاخوان و تعليق خيبت من تطبلون له عليهم	0
	هو كل حاجه اخوان يا ولاد الوسخه	-2
	ياولاد الوسخه يامعرصين ياكدابين ياولاد الكلب	-2
	مفيش حمار بيتكلم زى البنى الادم بس في بنى ادمين بيتكلموا شبه الحمير زى اليوم السابع	-1
	"زعزوع: "#السيسى" يوافق على وضع صوره الخاصة على حملة السياحة "هى دى مصر""	0
	هههه بايخه قول له بلاش	0
	ياسنه سوخة !!!!!	0
	يبقى كده ضمنا فشلها	0
	"هو النفاق مش ناوى يفارق الوزرا بتوع بلدنا شويه  كفياكم بقه متزودهاش"	-1
	ههههههههههههههه مبروك عليكوا	0
	مصر بتراثها و تاريخها اختزلت في السيسي	-1
	والله انها أكبر مصيبه ل مصر وجود السيسي واذكر كلامي	-1
	ههه ولا مصري يتطلم من اردني	0
	مافيهاش حاجه.دي أكبر دعاية لمصر.	0
	" السيسي رجع زعزوع الوزارة فبيجامله  وحيعمله حملة دعائية بصوره  عزبة السيسي ترحب بالسادة الزوار"	-1
	#محمد_البرادعى: زيادة الضحايا المدنيين فى العمليات العسكرية أمر غير أخلاقى	0
	يا جماعة البرادعى انسان نكرة بلاش تهتمو لتصريحاته	-1
	والمتاجرة بعقول البسطاء والفقراء واصحاب العوز ماذا تسميه؟ فهناك من يموتون بغير سلاح ولارصاص وبالتالى هو امر غير اخلاقى ايضاً	-1
	رجل عرص اوى	-2
	 بس داعش لما تذبح الناس يبقى ok فعلا بوب أو بوبي	-1
	 اصل العساكر والجنود ولاد كلب يعني	-2
	حمرا	-2
	هههه وحياة امك	-2
	اخرس ياعديم الاخلاق	-1
	هو يا راجل انتا مش قولنالك اسكت وبطل تهتهه يخربيتك يا كلب يا عميل الصهينه والامريكان امك عامله ايه	-2
	ياواطى معلقتش ولا كلمة على المستشفى اللى انضربت من اولياء نعمتك فى افغانستان ومات وعشرين واحد مات غير الاصابات ولا دول مش مدنيين	-2
	"#أردوغان يواصل استفزازاته ويرفع "#رابعة" بمؤتمر حول ضربات #روسيا فى #سوريا"	0
	محة لسع  لانه يعرف ان بوتن نومة فى الدرة وعمل ما طالبة به السيسى ... العباسية قريبا سترحب بقناوى هنادى التركى.. البس القميص يقناوى	-1
	"دي ساحت خالص منك 😂😂  قال عمل الي طلبه السيسي دي توازنات قوي عالميه سيسك خارجها من زمان"	-1
	"انت بتهر  اردوغان بريالة  سيبك منة ياعم  ارفع معاة اشارة رابعة  هى  هى  هى  بنرفع معاك اردوغان"	-1
	الدوج الارداتى خلوةيحطها على علم تركيا	-1
	هههههه لما العرص يحط دي ✌ علي النسر الحزين	-2
	راجل مش عرص زي سيدك	-2
	ما تخافيش من الهبلة خاف من عيالها	-1
	طظظظ فيك وفي رابعة بتاعتك خليها تاكلك بقى	-2
	اهبل ذي مرسي	-1
	"خرفان السيسي محروقين  خاف يا أردوغان"	-1
	"#أبو_هشيمة: "أنا رجل عصامى بدأت من الصفر وكنت بشتغل 19 ساعة يوميًا""	0
	ماهو أحمد عز كان حرامى قصدى عصامى زيك بالظبط يابن الحرامى قصدى العصامى	-1
	بيستخفوا عقولنا ولا ايه بالظبط وكمان طلع اخوانى  متخفى	0
	صفر ايه وحياه امك اللى ابتديت منه بلا فقعه	-2
	 وكمان اخوانى يابن المنفوخه	-1
	 لو19 سعه شغل يخلوك تتجوز هيفاء وهبى أنا مستعد أشتغل سنه كل يوم ياحيلة أمك وأجوز نانسى وهيفا وروبى	-2
	وحياة أمك دانت لواشتغلت 200 ساعه فى اليوم متعملش ربع المليارات اللى عندك ياولاد الحرميه متستفذوش الشعب اللى انتو بتسرقوه	-2
	كلهم بيقولوا كدة انا راجل عصامي .... يا واد يا جامد :D	0
	بتشتغل 19 ساعة فى اية؟؟ هل كما يشاع فى التهريب لما كان بابا مدير أمن بورسعيد ولا لما كان فى ميناء دمياط ؟؟	-1
	انا بشتغل 14 ساعة ومش لاقى اكل	0
	انت خروف قطرى.... متنخفى	-1
	"فى عيدهم المنسى تحية للفلاحين المنتجين المحرومين . أصل مصر . سادة الصبر الحكيم والعرق الشريف وطول الأمل وانتصار الأخضر على الزمان البور."	0
	أأكبر غلط عملته في حياتي ان في يوم من الأيام قلت نعم في الانتخابات لحد زايك أأنا مخنوق منك ومش طايق اشوف صورتك	-1
	انت بقيت مكروها من مؤيدين السيسي والاخوان و٦ابريل واشتراكيين والنور حاول تخرج بره مصر افضل ليك من الاهانه دي	-1
	 لا واضح انه بقي بيتكيف من الشتيمه وقلة القيمه	-1
	"انت ليه كئيب وبتبث طاقة سلبية ؟  متعرفش تقول كلمتين كويسين للناس من غير ما تدب كلام كئيب ومحبط ؟"	-1
	ياساتر يارب الراجل ده بيفكرني بالمعدده بتاعة الجنازات	-1
	" انت عايز تولع في دين ابو البلد وخلاص وعمال تلغوص ب كلام هرتله  انت اكبر مثال علي الحقد الطبقي"	-2
	انت فين يابو سلمي بقالك كتير مش ظاهر😂😂قلقت عليك والله ليكون جالك جلطة والا سكته قلبيه والا شلل خضتنا عليك وانت زي القرد أهو😂	-1
	والله السجن و القمع لأمثال حمدين رحمة للبلد بعد ما أتكشف هو ورفاق النضال ٤سنين شوفنا القرف بسببهم	-1
	 انت لسه عايش يا فاشل يا ابن الفاشل  هههههههههههههههههههههههه	-2
	خش نام يا كومبارس الانتخابات و ملكش دعوه بالفلاحين ...	-1
	"أهنئ  أهلنا فى المطرية بالإفراج عن الصيادين بعد عناء احتجازهم الطويل. شكرا لاستجابة السلطات فى السودان الشقيق وتحية لمساعى الخارجية المصرية."	0
	خليك في حالك البركه في رئيسنا	0
	مش واخد باله أنه تدخل السيسي ياعيني مش قادر ينطقها طب السيسي بعتلهم طيارة خاصة تجبهم مسمعتش عن دى كمان	0
	حج حمدين ام وجدي غنيم بتسلم عليك وبتقولك النهاردة كان في احتفال بافتتاح القناة الجديدة وعاوزة الطشت بتاعها	-1
	اخرس يا عرصين .. هو انت لسه ليك نفس تتكلم.. لما الاخوان وحشين جوزت أختك لمحمد عامر مرشحهم للشورى ٢٠٠٥ و القيادي الإخواني ليه؟	-2
	وماذا عن المحتجزين في زنازين الانقلاب .. بينت على حقيقتك يا كمبارس	-1
	 الانقلاب ده عند امك يا لوح !!!!	-2
	نفسي الاقي واحد من الانقلابيين يرد مش يردح  .. بس ماعندكم غير الردح .. الله لا يحرمكم السفالة	-1
	دا انت مش عامل فولو للريس يا حمدين!!ولا تويتة عن قناه السويس و الفرحة ال في البلد!!النبي اتوكس والعب ف خرة الاسد	-1
	قشطه عليك يابو سلمي..بس ايه رأيك في سيدك السيسي ..اشكره انه عبرك وارسل لك دعوه لحضور اﻻحتفال ..انت جزمه وﻻ تسوي ياحمضين	-2
	انت اكبر واحد منافق معاكم معكم عليكم عليكم خاين لمصر	-1
	"23 يوليو الثورة الأعظم إنجازا وانحيازا للأغلبية فى تاريخ مصر. تحيةللشعب القائدالمعلم وطليعته الثوريةوابنه البار  جمال عبدالناصرناصر الفقراء."	0
	الله يلعنك انت وهو قول أمين	-2
	ليا النعمه لو جمال عبد الناصر يعرف انك هتفضل تتمسح في اسمه والا كان عمل ثورة والا كان ثار😂😂😂 انت راشق في أي سبوبة يا عاطل	-1
	"هههههههه طلع الخروف اللي جواك ياعرص وجاوب انت فيه رئيس خريج سجون فيه رئيس يتامر علي بلده فيه رئبس يهرب اسرار بلده"	-2
	"فيه رئيس وﻻءه لعصابه فيه رئيس لبس السلطانيه فيه رئيس مايعرفش لغه اجنبيه فيه رئيس ﻻ يحكم  في رئيس يعمل للعصابه فقط"	0
	" لو مش مأثر عليك البرسي شوف مين الي بيتكلم إنجليزي الدكتور و العر# و إذا بتسمع من باسم سوسته دي مشكتك"	-1
	دونت ميكس .جاز والكهول .والدرنك ...وسلم علي الجاسوس ابن سنيه ..المهم ان العصابه الوسخه كلها في السجون .واﻻعدام قادم ﻻ محاله	-2
	"مش بقولك البرسيم عمل عميلوة  بوريك مقطع ععلشان تفهم لكن نتائج تحاليل الكائن السييساوي متجيبش اكتر من كده"	-1
	كسمك علي كسم مرسي وكسم اﻻخوان كلهم في تلسجون زي الكﻻب ياوﻻد المتناكه 	-2
	جرائم عبد الناصر يا حمدين نا ندمان اني انتخبتك وندمان اني كنت في حملتك  منك لله حسبي الله ونعم الوكيل	-1
	اول واحد بدأ الخراب هو عبدالناصر بتاعكوا ده ... جاتكوا القرف	-1
	"الإرهاب مهزوم مهما تصاعدت جرائمه.  تحية لأرواح شهدائناالابرار. شعبنا مع جيشنا. مصر أقوى من الإرهاب."	0
	كلب العسكر	-1
	"ضيعتوها يا خونة  ولكن ربك قادر يدير دائرة السوء عليكم ويجعل تدبيركم تدميركم   يا بايع مصر من اجل الكرسى"	-1
	الله يلعنك ويلعن كل واحد برقبته دم بريء انتا سببه	-1
	كس امك	-2
	في إنك إنسان كذاب ومدعي وبترمي إتهامات بالباطل على ناس شرفاء ووطنيين يا أستاذ	-1
	قطه ؟ لأ وكمان طلعت حقير مبتعرفش تتحاور	-1
	انا عمرى ما شفت حد بيتكيف من الشتيمه كده انت راجل هزؤ جدا	-1
	المداخلة الكاملة للسيد #حمدين_صباحي مع الاعلامي وائل الابراشي على خلفية الحادث الارهابي الجبان	0
	دخيل شعاراتك يا كذاب يا قومجي 	-1
	السيسي هو الارهاب وما حصل انما هو ردة فعل من شعب غاضب	-1
	يخطئ من يعتقد أن الإعدام هو الحل.	0
	تيجي نجرب معاك كدة ونشوف .. متتهد بقي ربنا يهدك يا راجل يا فاشل	-1
	ههههههه ياسمين اكثر الله من امثالك :))	0
	اصله هيقرفنا ويقعد يفتي	-1
	طب خشي عالمطبخ ياعجله شوفيلك حاجه اطفحيها ما ينفعش بتخنك ده تقعدي من غير أكل يا ملظلظ انت يا كايدهم	-1
	العجلة دي تبقي امك	-2
	يا ملظظ انت يا مكلبظ يا ابو ليه يا جميل	-1
	الليه دي عندة يا خروف روح مأمأ بعيد يا ابن العجلة بلوك	-2
	هاهاهاهاهاهاها ماعلش جيت عالجرح يا كلبظ	-1
	مرسي نجح ب٥٢٪يدوب مجموع دخله السجن ،، انت جبت ٣٪ نوديك فين ؟! يا دوب عند داعش ف العراق  ربنا يوعدك  بواحد داعشى يروقك كده	-1
	يا فاشل .. هتفضل زباله طول عمرك و عمرك ما هتنضف .. أحب أفكرك بس إن الأصوات الباطله كانت أكتر من الأصوات إللى أخدتها فااااااشل	-1
	"15 مايو 1948... لن ننسى :فلسطين أرضنا.  ولن نغفر: ( إسرائيل) عدونا."	0
	"بطل هري وياله علي عنبرك يابلحه ميعاد الحقنه جيه😂😂😂😂 انت جي من بره والا جوه يابلحه😜😂😂عدونا هو انتم ياشويه خونه يابتوع البطاطين"	-1
	فلسطين مش ارضنا ولا قضيتنا	0
	ﻻ فلسطين أرض العرب والمسجد الاقصي قضيه كل مسلم	0
	عاوزين تعملو شو بطولى على حساب مصر وجيش مصر لو فلسطين فيها راجل يحارب اليهود ويورينا	-1
	تحية من قلب عربي فلسطيني إلى قلب عربي مصري..حمدين صباحي كنت أتمنى فوزك بالإنتخابات الرئاسية المصرية و أنت أهل لذلك	0
	واحنا لن ننسي انك كومبارس ومعرص ابن وسخة ومهما فعلت ياعلق هتفضل في نظر الكل مجرد كومبارس خخخخخخخخخخخخخختفو عاللي خلفتك	-2
	خدلك اسنيكارز انت مش انت وانت جعان يا حمضييين	-1
	اسمه الكيان الصهيوني مش اسرائيل	0
	"امال ايه الحل من وجهة نظرك ؟  عايز المجرمين  يخربوا بلدنا و يفجرونا و يقتلوا أولادنا و احنا نعمل لهم عنابر تسمين ؟"	0
	يا خائن يا منافق يا آفاق يا نصاب يا فاشل يا وصولى يا محلل  يا مجعراتى انت ضيعت مصر بلدك و بعت دماء الشهدا اترك فلسطين لرجالها	-1
	اقالة وزير العدل هى الحد الأدنى للرد على تصريحاته المشينة المهينة للمصريين .	0
	طب وبالنسبه للي قتلوا الآلاف واعتقلوهم وعذبوهم حتى الموت في الاقسام دول مش هتقولهم حاجه؟ اللي ماتوا واعتقلوا دول مصريين برضو!	0
	مش هيرد عليك يا عمر  مش هيرد عليك ... مش هيرد لأنه ماااااات	0
	"يعني ايه مات   كان فيه معتقلين هنا ! وتعذيب وقتل  واغتصاب !  دة حتى شفته في انتخابات رئاسية !!"	0
	هاهاها لسه عايش وبيعرص اهو، انا افتكرته مات فعلا لحد مانط علينا بالتعريصه دي فقلت احا بقى	-2
	 يا حمديين ياعرص ؟؟؟ أمك عارفه ؟!	-2
	الحد الأدنى ديه عجبتني منك الصراحه حسستني كده انك دكر ومكنتش هتسكت لو متمش إقالته😂😂انت بقي عملت ايه لما أحمد مكي ضرب موظف!!!	-1
	طبعاً موجود هو الأمل الي احنا عايشين بيه صباحي الأفضل مصري بجد حاسس بينا	0
	صباحي علي النت و الفضائيات ظاهرة صوتية حنجورية فقط لا غير او كما يقال ضجيج بلا طحين	-1
	"الصراحه الراجل قال واقع حاصل بس مكانش لازم يفسرها كده فى وشنا  هما بيعمولها صحيح والشعب واخد على قفاه بس توصل البجاحه لكده"	0
	بس يلا انت جاي تتكلم دلوقتي انت حيوان	-1
	"يختلف المنصفون على القضاء الشامخ لكنهم يتفقون على القاضى الشامخ: زكريا عبد العزيز. كل التضامن مع المستشار الجليل النبيل رمز استقلال القضاء"	0
	أفقدتنا الثقة فيك للأسف..انا حزين إني وصلت للرأي ده	0
	"هذا الحمدين اصبح دميه في يد العسكر والامارات بس انفضح تدليسه على شتى اﻻصعد كنا فاكرينه مناضل ثورى طلع متواطئ$$"	-1
	حمد الله على السلامه يا كومبرس عصرك وزمانك	-1
	مش بترد على الواتس ليه ياسطى .. رد علوزك بجد با ريس	0
	"حمدين سيبك من التطبيل $$الان طلعت الى اﻷضواء تانى ليه روحنا لحمدين الحزب وقابلناه وقلنا مش هقدر اعمل حاجه للمعتقلين"	-1
	"الان الاعﻵم المصرى المناضل بدأ ينتقد في السيسي حاجه من الاثنين اما مسرحيه علينا او السبوبه خلصت فبيذكروهم"	-1
	خاين زيك ياعبده مشتاق	-1
	"انت فين يا وسخ.  ايه اخبار رقم  الحظ ٣ معاك. ايه اخبار بنوتك النصابة. عيلة هايله"	-1
	 زعﻻن من غيبتك الطويله فرحانلك باستراحة المحارب دي...بس صوتك وحشنا ياابو النضال وثقتنا فيك مابتتهزش يانسر :)	0
	وادام انت بتايده يبقا واطي زيك	-2
	"تحية للعمال فى عيدهم . وللفلاحين فى سرسو. ولكل الساعين رغم مشقة الطريق الطويل نحو الهدف البعيد النبيل : العدالة الاجتماعية."	0
	وللفلاحين ف ايه ياسطا	-1
	سبيه هو خلاص عرف غلطه	0
	"انت طلعت من السرداب يا حمتين  فيه تعليمات جديده من مخابرات العرص  وهنشوف طلعتك البهيه قريبا"	-2
	دا مابيخدش تعليمات ولا من مخابرات ولا مكاتب ارشاد ولا بيبتزه مستثورين كل هلاقتهم بالسياسه يسقط يسقط	-1
	" فعلا بامارة المركز الثالث بعد الاصوات الباطله  اهو كومبارس لتكملة المشهد  هو خلص السبع تلاف جنيه وللا لسه"	-1
	خلصهم وقطر وتركيا بتبعتله حصه مع حصص الخرفان	-1
	"اردوغان جزمته برقبة الكومبارس بتاعك وامير قطر راجل وعامل كرامه لشعبه في كل مكان  خوش الدرج يا سفنجه"	-1
	طبعا اوليا نعمتكم وتاج راسهم لكن هما وانتم لا ترقوا لاسفل حزمة حمدين..واخيرا ادرك انه حراق لكم ولايتام مبارك	-1
	 ياعم اتنيل  ... انت نصاب وبتاجر بهموم الغلابة	-1
	تحية لامك علشان خلفت نطع زيك يا بغل روح يا بنى شوفلك شغلانة كل منها عيش ولا قبضت  الشيك علشان كدة طالع تعمل بلقمتك	-2
	"الشعب اصدر حكمه النهائي على مبارك منذ  25 يناير، وحكم الشعب أقوى و أبقى . العار للطغاة وان أفلتوا من العقاب . والمجد للشهداء ولو أنكروا دمهم" 	-1
	حمتتشين حبيبي طير انت الناس العفاريت بتتنطط ادامهم فبلاش تتعور يلا حبيبي طير انت دلوقتي	-1
	حمضين ماتقوم تتطمن على سيشوارك	-1
	واطي واحدة بس ده واطي واطي يعني والغريبة غاوي يتشتم ده مريض ده ولا ايه حمدين غاوي يتهزأ سبحان الله	-1
	بيشتغل عميل يعني ايه بيشتغل ايه ؟؟؟ عميل يا ابني عميل	-1
	"كلنا معاك وكلنا في الميدان حانستقبلك بأغنية طَلَع البغلُ علينا و عندي مسدس 6 مل أجيبه وأعمَّرُه وأضربك بالجزمه توفيراً للرصاص"	-1
	بس يا كومبارس يا بن الوسخة	-2
	"حمدين ..... ابقي اتغطي كويس وما تاكلش سمك ولا بيض وهانجوزك هنومة ان شاء الله"	-2
	"انزل يا حمدين واوعدك حتكون شهيد وتقابل الشهداء  وحياه امي لو شفتك لعملها"	-1
	كسمك يا ابو لمعه يا خول 	-2
	والتيتا في النانا والنانا في التيتا والبابا اوبح اه البابا اوبح	-1
	"كل ليلة تمضي تعمق معرفتي بهشاشة هؤلاء الأقزام ، وتصغرهم في عيني أكثر #الرئيس"	-1
	ضاعت الاخلاق و القيم و الدليل هذه التعليقات	0
	دول لجان الكترونية تبع المخابرات وشلة شراميط مش لاقية رجالة .. حريم حكاكه	-2
	من انحرافات صلاح نصر الى مخابرات الشتم و السب و تربية الشراميط.	-2
	بس يا ريس بقى ماتصغرناش ده انت كنت واقف مش عارف انت فين اصلا ده هشام الحرامي كان دريان عنك لما اتمسك	0
	"كم انت محترم يا شريف يا مخلص   هؤلاء احقر من اقزام انهم جردان تخاف النور ولا تعيش الا بين مجاري االكواليس!"	-1
	لن ننسى أطفالنا الذين يتمهم الانقلاب الصهيونى	-1
	أفرك حلمات بزازك أحسن هترتاح يا دكتور مرسي	-2
	"ههههههههههه يحي حامد نٌكتة بجد كٌتقمص جينات العبط من مرسي طيب اقزام وهحاول اصدقك لما اقزام فشختكم يبقي انتم حشرات طبعاَ"	-1
	محكوم اعدام وتغرد ازي بقي يا عصفور	0
	اسال امك وهى بتتجلد وهى بتتناك	-2
	"إننا سنحمل وطننا على أكتافنا ، وننصر ثورتنا ، ونعلي قيمها وأهدافها ، ونستنقذ مصرنا من تلك الطغمة المستبدة .  #الرئيس"	0
	اللهم بحولك وقوتك وكرمك وفضلك رده سالما غانما لمصر وشعبها مرفوع الهامة منصورا	0
	كل سنة وأنت طيب يا ريس وان شاء الله العيد القادم تكون فى منصبك وسط شعبك بحول الله وقوته	0
	وانا اجدد البيعة لامك وامه وكسمك علي كسمه	-2
	"كان ممكن أرد عليك واشتم  بس الله يسامحك"	0
	طيزك حمرا يا مقلوب	-2
	يلا يا ابن اللبوة	-2
	بس يا شرموط يالبن القرد	-2
	 يالا يابن المرة الوسخة كسمك علي كسم ابوك راجل خوب مخلف عيل متناك	-2
	انت بردو اسأل امك علي ابوك الحقيقي يا خلفة العناتيل	-1
	كسم كل كلاب السيسي يا ريس ... عاش نضالك يا ريس	-2
	"كل عام وأنتم بخير وثورتكم مصونة منصورة . محمد مرسي رئيس جمهورية مصر العربية #الرئيس"	0
	كل سنة وحضرتك طيب وحر مع إني قلت يسقط يسقط حكم المرشد بس كل حاجة وضحت بعد كده	0
	مبقاش باين مين الصح والغلط ومين خايف عالبلد بس كل اللي اتريقنا عليه أيام #مرسي اتخرصنا عليه أيام #السيسي	0
	كل عام وانت رمز الاحرار ياريس ..كل عام وانت جايب للعبيد حرقان	-1
	رئيس مين يا روح امك؟	-2
	شوف حد ينيكك	-2
	"هههههههههههههههه طيب وازيك وازي  امك  في السجن وبيتوت  وتلاقي القطيع مصدق ان ده فتحية بن سنية :)"	-1
	 تتكلم مع رئيس جمهورية مصر العربية باحترام  ياقذر ياعبد اللبيادة ياكلب	-2
	ايه الصوت الخرا اللي سمعتة دة؟ هههههههه انت بتغني زي البنات الحايحة كدة لية؟ ههههه و انت لا صوت و لا شكل كمان؟ بتغني ليه يا خروف؟	-2
	ثورة آيه قصدك ثورة الاٍرهاب ماانت مسكت البلد سنة خربتها وقعدت على تلتها وغير كده دخلت الأسلحة واستقبلت ايران .	-1
	فهموك انه خرب البلد في سنة ياابن الرقاصة ؟ طيب وعميل الموساد اللي بيحكمك دلوئتي ياندل يابن الندل	-2
	لقد أحال الانقلاب الوطن إلى بحور جراح أعلم أن الثورة طبيبها ، وأن القصاص منتهاها ... فاستبشروا خيرا واستكملوا ثورتكم والله ناصر الحق #الرئيس 	0
	الله ينصرك ربي ويعزك ويرفعك  انت وكل مخلص قابع بالمعتقلات ظُلماً وزورا	0
	 ربنا يحفظك يا رئيس ويحفظ اسرتك الكريمة كلنا معاك يا ريس يسقط سيقط حكم الخونة	0
	بحور جراح ؟!؟ هو انت بتكتب بمناسبة الفالنتين !!؟ متخلف برة و محبوس ومعين مدير حساب .. يالهوى بجد	-1
	 تحية الي البلهاء من التنظيم الدولي للإخوان	-1
	طوال عام كامل أحسسنا بأن مصر تضيع من أبنائها وأشقائها وجميع ذلك كان سببه سياساتك التي أعطت لجماعتك مطلق الحرية في تخوين الكل	0
	 الثورة مستمرة ولن نفرط فى الشرعية حتى ولو اريقت دمائنا جميعا	0
	حسبي الله ونعم الوكيل فيك يامرسي انت وجماعتك القذره يا خونه	-1
	ثبتكم الله وعجل الله فرجكم فلا تهنوا وﻻ تحزنوا لكم الأمن والعاقبة ولهم الرعب والهلاك .	0
	هههههههه يعني مهيطل وهو برة المرشد راكبه وعامله برافان وهو محبوس بردوا مركوب وعاملينه برافان لا والخرفان بتامن احييه يامصر	-1
	الشعب المصري جبان خنوع لا يملك الشجاعة للمواجها و اسرائيل معها حق تدعس علي رؤوسكم مرسي له الله و ليس انتم	-1
	ان شاء الله لن أغادر سجني قبل أبنائي المعتقلين ولن أدخل داري قبل بناتي الطاهرات المعتقلات وليست حياتي عندي أغلى من الشهداء الأبرار #الرئيس	0
	بس يا خول يا ابن الخول	-2
	هو السؤال ياتري هو اللي بيكتب الكﻻم ده وﻻ الجماعة هما اللي بيكتبولوا برضوا وهو استبن حتي علي تويتر	-1
	"ممكن يا ياسمين تقوليلوا انه خروف ﻷني قولتله كتير بس بيفتكرني بشتمه يمكن يصدقك إنتي"	0
	"أهلا بأمير المؤمنين  والله أن حذائك يسوى السيسي وداعميه ومؤيديه  لن يخذلك الله ولن يخذلك الشرفاء"	-1
	"امير المؤمنين مره وحده !!!!!  اللهم اشفهم من مرضهم  اللهم اشفهم من خيانتهم للامة"	-1
	بس يا متناك	-2
	 واضح انك مبسوط عندك يا مرسي (فتحية) والجلاشة مريحاك اوي ، بلاش بقي تماحيك في شراميطك بليز والبس وخليك كوووول	-2
	الش** دول انتوا اللى تعرفوهم يا بتوع نكاح الكاراتيه وحبلى بنجمك واذوب عشقا فيه .. يا ولاد الرقاصه	-2
	ليت كل الرجال مثلك أيها البطل المجاهد الشريف	0
	مشكلتك يا علاء صادق يا ابن الاحبا انك سفيف وبتتركب من مصغرك	-2
	الانقلاب الكسيح وقياداته خائفين من مصير أسود عقابا لهم على ما اقترفته أيديهم من جرائم في حق هذا الشعب العظيم #الرئيس	0
	"اللهم كُن له وثبته وانتقم ممن ظلمه، اللهم أهلك من فرّق وحدتنا وشتتنا.  اللهم انتقم من اللي بيشتموا في المينشنز بردو :)))"	0
	يالﻻ من هنا ياأهطل	-1
	والله زمان يا بن الهبلة  ، يلا قوم معاد جلسة الكهرباء	-1
	واقترب هذا اليوم ان شاء الله فلا يضيع حق وراءه مطالب فكيف بدماء الشهداء فلا تفاوض علي دماء الشهداء من قتل يقتل	0
	لية بتساعدوة ...لما تعملوا ريتويت للعميل الخائن لكلاموة الاخرق الحيوان	-1
	ان كان على الشتيمة انا مش بحب اشتم ولكن فى ساعات يخرجوا الواحد عن ادبه	0
	رئيس  جمعية خولات مصر يتحدث إليكم من بكابورت وادي النطرون	-2
	من كبانيه مأمور السجن شخصيا يا ياسمين	-1
	"يا آدمن يالطخ الشعب العظيم هو اللي خلع الخروف مرسي . . اتفوووووو ياجماعة وسخة  #تحيا_مصر #حركة_بلدنا"	-1
	مصيرك وباقى الخراف الضالة هو الأسودمن قطارالسكةالحديد بتاع زمان .. جزاء خياناتكم وإرهابكم .. ياقتلة	-1
	أعلن للعالم كله أن بوصلتنا مضبوطة على دعم فلسطين ضد المحتل الغاصب وأننا مع كل مقاومة ضد أي محتل #الرئيس	0
	"انت يا مرسي ضد المحتل الغاصب يا سنكوح  يا بقحتك شوف الصور وبلاش تعمل فيها بطل وكلام فارغ"	-1
	"أنا أعترف بأن الذي دبر الانقلاب ضدك  يادكتور محمد السعودية والامارات وقلوبنا معك ونحن مع الاخوان المسلمين  والسيسي قرب يومه"	0
	لهالكلمات انا عارفة انت معتقل ياريس بس معلش المعتقل للرجال وللأسوود الله يحفظك وينصرك	0
	"ربنا يفك اسرك يا ريس وأسر الأحرار عاجل غير اجل"	0
	"اسمك النهاردة كان بيرج الشوارع يا ريس، كل النور ما يقطع مصر كلها فنفس واحد كانت بتهتف "الله يخرب بيتك يا مرسي!""	-1
	انت كسمك ياض يا مرسي يابن المرة القحبة	-2
	والله ماقحبه ابن قحبه الا انت يا لوطى	-2
	خخخخخخخخ و حاطط صورة العرص خالد مشعل ههههه كسمهم جميعا	-2
	الزعيم البطل ؟ ياعرص دة بيتناك م العساكر  زيك بالضبط	-2
